TimeStamp,Open,High,Low,Close,Volume
1515801600000,0.098466,0.107186,0.0952,0.100986,228518.92
1515888000000,0.100977,0.13763,0.099,0.126419,429992.84
1515974400000,0.126418,0.153086,0.108502,0.149599,659184.78
1516060800000,0.149403,0.1499,0.116888,0.139,645639.54
1516147200000,0.139,0.15,0.120002,0.141805,508561.44
1516233600000,0.141996,0.149267,0.13532,0.140499,287530.39
1516320000000,0.140499,0.143,0.1311,0.135113,185562.76
1516406400000,0.135184,0.13797,0.12651,0.130429,152330.22
1516492800000,0.130429,0.13175,0.124121,0.1264,142300.71
1516579200000,0.1264,0.12906,0.12,0.124589,144362.54
1516665600000,0.124389,0.127791,0.1198,0.124881,127329.41
1516752000000,0.124927,0.13751,0.123,0.129913,172610.11
1516838400000,0.129912,0.134,0.1278,0.131554,98534.25
1516924800000,0.130821,0.131799,0.125555,0.1309,81302.29
1517011200000,0.1309,0.13155,0.1265,0.126698,56277.16
1517097600000,0.126837,0.12748,0.117,0.123345,97589.61
1517184000000,0.123345,0.14399,0.123345,0.14309,219276.58
1517270400000,0.14309,0.1451,0.122896,0.134353,218057.35
1517356800000,0.134698,0.13479,0.126155,0.1296,109272.76
1517443200000,0.1296,0.129997,0.11,0.121316,208654.24
1517529600000,0.121319,0.135645,0.115601,0.13119,267588.31
1517616000000,0.13119,0.13191,0.127001,0.128339,115289.99
1517702400000,0.128339,0.130899,0.1225,0.129755,107660.43
1517788800000,0.129755,0.1305,0.115,0.117533,230911.78
1517875200000,0.117533,0.138952,0.111111,0.133146,314009.81
1517961600000,0.133146,0.144,0.128087,0.135013,245188.3
1518048000000,0.135014,0.1406,0.135011,0.140002,9726.71
1518134400000,0.14,0.14,0.130503,0.130537,87572.4
1518220800000,0.130552,0.134,0.12199,0.126144,136295.13
1518307200000,0.126143,0.131273,0.1203,0.125998,108290.84
1518393600000,0.125816,0.1349,0.125816,0.129178,109590.83
1518480000000,0.129101,0.1317,0.1285,0.128753,64004.47
1518566400000,0.128756,0.133,0.1285,0.13271,100776.7
1518652800000,0.13271,0.134427,0.129,0.130857,86239.4
1518739200000,0.130857,0.137899,0.128809,0.135739,79224.44
1518825600000,0.135739,0.144,0.135605,0.139173,99130.81
1518912000000,0.139158,0.140978,0.134388,0.137274,66472.97
1518998400000,0.137392,0.1458,0.135862,0.145201,72216.39
1519084800000,0.145204,0.1485,0.1397,0.141466,88728.51
1519171200000,0.141282,0.14287,0.137897,0.140498,85071.6
1519257600000,0.140886,0.1449,0.138,0.138986,77032.31
1519344000000,0.13901,0.14,0.13521,0.138844,65944.15
1519430400000,0.138846,0.143367,0.1368,0.13825,49462.02
1519516800000,0.13825,0.140963,0.137,0.138721,39985.58
1519603200000,0.138996,0.155782,0.13768,0.154899,157200.55
1519689600000,0.154899,0.1645,0.150734,0.161001,147276.3
1519776000000,0.161001,0.1625,0.1508,0.154599,106922.9
1519862400000,0.154214,0.158,0.1454,0.147683,115220.52
1519948800000,0.147683,0.149499,0.142514,0.144609,51234.12
1520035200000,0.144608,0.148,0.141071,0.14146,42060.76
1520121600000,0.141707,0.146219,0.136399,0.137682,68091.77
1520208000000,0.137682,0.138679,0.129921,0.131292,90512.67
1520294400000,0.131292,0.134999,0.125208,0.128224,99543.91
1520380800000,0.128225,0.1377,0.123,0.133482,118365.46
1520467200000,0.133482,0.134,0.127944,0.130086,69222.37
1520553600000,0.130086,0.131387,0.1215,0.126607,90058.22
1520640000000,0.126695,0.127585,0.12325,0.124643,53026.65
1520726400000,0.124642,0.126655,0.1215,0.12524,43410.89
1520812800000,0.125504,0.12699,0.121,0.122225,55962.14
1520899200000,0.122225,0.1245,0.1182,0.1203,57575.32
1520985600000,0.120527,0.121423,0.11483,0.11674,79239.3
1521072000000,0.116759,0.117999,0.11177,0.113368,109652.33
1521158400000,0.113604,0.1155,0.11018,0.112499,72457.68
1521244800000,0.112499,0.114773,0.109532,0.110194,59698.32
1521331200000,0.110194,0.12272,0.105,0.121469,166407.52
1521417600000,0.12147,0.1318,0.118266,0.130126,119662.54
1521504000000,0.130074,0.1408,0.1284,0.135898,100418.39
1521590400000,0.135898,0.137599,0.12814,0.129789,90084.26
1521676800000,0.129749,0.1328,0.126793,0.128475,56589.33
1521763200000,0.128449,0.129,0.124008,0.126683,75968.83
1521849600000,0.127096,0.12905,0.1245,0.125279,51357.52
1521936000000,0.125279,0.126681,0.12329,0.12489,47840.13
1522022400000,0.125184,0.125688,0.11642,0.121523,105950.76
1522108800000,0.121502,0.12835,0.114826,0.123433,121558.97
1522195200000,0.123433,0.1294,0.123123,0.127963,70308.79
1522281600000,0.1281,0.136825,0.1268,0.134089,99149.06
1522368000000,0.134402,0.135681,0.127782,0.127911,86790.31
1522454400000,0.127999,0.12917,0.125228,0.126765,50924.11
1522540800000,0.126765,0.12931,0.124097,0.124811,52036.35
1522627200000,0.125029,0.127846,0.123614,0.126909,47248.36
1522713600000,0.126859,0.1315,0.12615,0.12849,99348.84
1522800000000,0.12849,0.129,0.124102,0.12574,53750.37
1522886400000,0.125336,0.125895,0.12171,0.12306,53134.87
1522972800000,0.123143,0.124563,0.120525,0.121323,38177.12
1523059200000,0.121204,0.1234,0.12012,0.12063,46076.23
1523145600000,0.12069,0.123342,0.118512,0.123342,59404.3
1523232000000,0.12321,0.138611,0.122005,0.13251,254269.41
1523318400000,0.13251,0.133205,0.125075,0.12685,71498.7
1523404800000,0.126684,0.14064,0.125603,0.135283,117997.55
1523491200000,0.135628,0.1405,0.1308,0.135963,125535.04
1523577600000,0.135507,0.136,0.12616,0.126162,84391.99
1523664000000,0.12635,0.129463,0.125612,0.12781,37734.16
1523750400000,0.12756,0.134915,0.126502,0.13202,64000.61
1523836800000,0.13223,0.133225,0.1284,0.130434,48916.54
1523923200000,0.13044,0.134994,0.13,0.130611,43914.7
1524009600000,0.130611,0.14,0.130611,0.138664,69434.28
1524096000000,0.138664,0.14,0.1298,0.130432,81801.75
1524182400000,0.13043,0.132,0.127003,0.128434,72181.83
1524268800000,0.128197,0.1299,0.121244,0.12335,54224.75
1524355200000,0.12335,0.124419,0.116598,0.118407,46258.04
1524441600000,0.118407,0.122,0.117,0.118414,49051.39
1524528000000,0.118207,0.120185,0.115045,0.11756,71728.12
1524614400000,0.117226,0.118923,0.11456,0.11571,83854.45
1524700800000,0.115711,0.117296,0.112764,0.116222,68828.33
1524787200000,0.116204,0.11657,0.111111,0.112411,45174.89
1524873600000,0.112407,0.113843,0.109771,0.11199,58668.89
1524960000000,0.111906,0.134888,0.111852,0.131166,173459.39
1525046400000,0.131166,0.136,0.123253,0.12539,124535.26
1525132800000,0.125203,0.126089,0.121941,0.125331,54520.4
1525219200000,0.125218,0.1262,0.122,0.12301,37958.31
1525305600000,0.12306,0.123459,0.11166,0.11223,90291.44
1525392000000,0.112231,0.113647,0.1046,0.106884,69121.41
1525478400000,0.107226,0.107888,0.102731,0.103001,45903.51
1525564800000,0.102832,0.107107,0.10263,0.105261,46964.61
1525651200000,0.105248,0.109971,0.102211,0.105267,61994.63
1525737600000,0.105267,0.106397,0.1021,0.102391,47251.91
1525824000000,0.102548,0.103381,0.100375,0.101175,40323.78
1525910400000,0.101422,0.101617,0.096154,0.0964,63130.73
1525996800000,0.0964,0.097218,0.090261,0.093527,77985.2
1526083200000,0.093551,0.098508,0.0916,0.094505,42391.03
1526169600000,0.094202,0.0955,0.09175,0.092409,41758.91
1526256000000,0.09246,0.093857,0.09,0.090859,50694.73
1526342400000,0.090735,0.0943,0.088788,0.089497,41215.35
1526428800000,0.089261,0.089968,0.086838,0.087255,39937.76
1526515200000,0.087351,0.088488,0.0846,0.086155,41432.52
1526601600000,0.086155,0.088,0.084334,0.086112,48421.41
1526688000000,0.086076,0.086767,0.0844,0.084855,31429.75
1526774400000,0.084854,0.089328,0.0841,0.088975,33713.75
1526860800000,0.088975,0.092387,0.087429,0.089216,66240.55
1526947200000,0.089291,0.089476,0.086,0.088863,50378.59
1527033600000,0.088757,0.092,0.087182,0.089574,84252.51
1527120000000,0.089531,0.0925,0.089125,0.091637,47140.47
1527206400000,0.0916,0.092982,0.089,0.0902,31242.7
1527292800000,0.090267,0.090783,0.088194,0.089056,38357.52
1527379200000,0.089048,0.092915,0.087577,0.09255,60123.12
1527465600000,0.09255,0.094794,0.090204,0.093211,92334.83
1527552000000,0.093211,0.0957,0.091783,0.09219,57875.02
1527638400000,0.09219,0.093451,0.0911,0.092207,39819.08
1527724800000,0.092217,0.093496,0.09101,0.091654,43829.96
1527811200000,0.091761,0.096438,0.09158,0.095956,55498.72
1527897600000,0.09587,0.097,0.093,0.096082,56533.31
1527984000000,0.096113,0.096202,0.090927,0.091193,34164.99
1528070400000,0.09119,0.09165,0.08903,0.090446,35441.04
1528156800000,0.090477,0.091064,0.088553,0.089379,44886.58
1528243200000,0.089487,0.08998,0.088101,0.088476,38180.03
1528329600000,0.08855,0.0895,0.087701,0.0884,34332.23
1528416000000,0.088485,0.088669,0.083,0.087174,35328.18
1528502400000,0.087144,0.087799,0.085436,0.085727,18258.19
1528588800000,0.085728,0.088083,0.0848,0.086444,48089.7
1528675200000,0.086444,0.086855,0.082826,0.085857,43616.81
1528761600000,0.085858,0.088,0.0823,0.0833,41170.59
1528848000000,0.083301,0.08475,0.079513,0.079725,59028.05
1528934400000,0.079726,0.083323,0.077421,0.07845,66000.58
1529020800000,0.078451,0.079925,0.076915,0.077676,35054.0
1529107200000,0.077691,0.078255,0.074276,0.076418,39867.01
1529193600000,0.076473,0.079123,0.074704,0.077578,27785.86
1529280000000,0.077577,0.077868,0.07482,0.076125,31055.79
1529366400000,0.076342,0.077153,0.073636,0.074196,37131.61
1529452800000,0.074143,0.07434,0.07206,0.072478,28638.77
1529539200000,0.072478,0.073,0.07068,0.0715,32790.99
1529625600000,0.0715,0.07219,0.07,0.071234,43202.39
1529712000000,0.071309,0.07251,0.070305,0.071513,28297.46
1529798400000,0.071517,0.072,0.068215,0.068359,73022.92
1529884800000,0.068497,0.07,0.068089,0.068685,64371.51
1529971200000,0.068765,0.070498,0.068085,0.069807,42624.41
1530057600000,0.0699,0.0702,0.06812,0.0687,38568.39
1530144000000,0.0687,0.06954,0.0665,0.067214,35385.46
1530230400000,0.067029,0.069574,0.06546,0.068138,50173.7
1530316800000,0.068144,0.070118,0.067,0.067811,57809.04
1530403200000,0.067811,0.069546,0.066215,0.06912,42445.97
1530489600000,0.069278,0.078072,0.068743,0.076073,86186.53
1530576000000,0.075892,0.0828,0.075107,0.077785,69420.03
1530662400000,0.077765,0.089829,0.077434,0.086868,77688.5
1530748800000,0.086928,0.091606,0.080111,0.086097,75683.19
1530835200000,0.086061,0.086337,0.078773,0.0798,62683.38
1530921600000,0.07975,0.080569,0.077757,0.079505,27456.74
1531008000000,0.079811,0.08469,0.079547,0.080438,48216.89
1531094400000,0.0803,0.080624,0.077001,0.077294,41906.09
1531180800000,0.077241,0.077728,0.074722,0.074931,11945.71
